rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,lat,lon,alt,utm_easting,utm_northing,zone,letter,raw_data
1613521685294747754,,261,,1685,0,'',1.03933,-1.87215666667,38.6,625488.369554,114899.724568,30,"""N""","""$GPGGA,002805.000,4220.3598,N,07105.3294,W,1,07,1.4,38.6,M,-33.8,M,,0000*57\r\n"""
1613521686295547958,,262,,1686,0,'',1.03932,-1.87215333333,38.6,625488.740877,114898.619181,30,"""N""","""$GPGGA,002806.000,4220.3592,N,07105.3292,W,1,07,1.4,38.6,M,-33.8,M,,0000*58\r\n"""
1613521687297007910,,263,,1687,0,'',1.03931,-1.87215333333,38.6,625488.741271,114897.513662,30,"""N""","""$GPGGA,002807.000,4220.3586,N,07105.3292,W,1,07,1.4,38.6,M,-33.8,M,,0000*5C\r\n"""
1613521688297307057,,264,,1688,0,'',1.03929833333,-1.87215,38.6,625489.11266,114896.224021,30,"""N""","""$GPGGA,002808.000,4220.3579,N,07105.3290,W,1,07,1.4,38.6,M,-33.8,M,,0000*51\r\n"""
1613521689298941683,,265,,1689,0,'',1.03929333333,-1.87215,38.6,625489.112858,114895.671261,30,"""N""","""$GPGGA,002809.000,4220.3576,N,07105.3290,W,1,08,1.3,38.6,M,-33.8,M,,0000*57\r\n"""
1613521690295706891,,266,,1690,0,'',1.039285,-1.87214666667,38.7,625489.484115,114894.750128,30,"""N""","""$GPGGA,002810.000,4220.3571,N,07105.3288,W,1,07,1.3,38.7,M,-33.8,M,,0000*5F\r\n"""
1613521691297319044,,267,,1691,0,'',1.03927833333,-1.87214166667,38.5,625490.04077,114894.013313,30,"""N""","""$GPGGA,002811.000,4220.3567,N,07105.3285,W,1,07,1.3,38.5,M,-33.8,M,,0000*56\r\n"""
1613521692294108474,,268,,1692,0,'',1.03926166667,-1.87214,38.2,625490.226892,114892.170847,30,"""N""","""$GPGGA,002812.000,4220.3557,N,07105.3284,W,1,06,1.6,38.2,M,-33.8,M,,0000*54\r\n"""
1613521693293742258,,269,,1693,0,'',1.03926,-1.87213666667,38.1,625490.597886,114891.986726,30,"""N""","""$GPGGA,002813.000,4220.3556,N,07105.3282,W,1,06,1.6,38.1,M,-33.8,M,,0000*51\r\n"""
1613521694295504167,,270,,1694,0,'',1.03926,-1.87213666667,38.1,625490.597886,114891.986726,30,"""N""","""$GPGGA,002814.000,4220.3556,N,07105.3282,W,1,07,1.4,38.1,M,-33.8,M,,0000*55\r\n"""
1613521695297430938,,271,,1695,0,'',1.03925666667,-1.87213166667,38.2,625491.15441,114891.618418,30,"""N""","""$GPGGA,002815.000,4220.3554,N,07105.3279,W,1,07,1.4,38.2,M,-33.8,M,,0000*51\r\n"""
1613521696297291696,,272,,1696,0,'',1.03925,-1.87213333333,38.3,625490.969209,114890.881339,30,"""N""","""$GPGGA,002816.000,4220.3550,N,07105.3280,W,1,07,1.4,38.3,M,-33.8,M,,0000*51\r\n"""
1613521697294166038,,273,,1697,0,'',1.03924666667,-1.872135,38.3,625490.783877,114890.512766,30,"""N""","""$GPGGA,002817.000,4220.3548,N,07105.3281,W,1,06,1.6,38.3,M,-33.8,M,,0000*5B\r\n"""
1613521698292102216,,274,,1698,0,'',1.039245,-1.87213333333,38.2,625490.969407,114890.328579,30,"""N""","""$GPGGA,002818.000,4220.3547,N,07105.3280,W,1,04,2.7,38.2,M,-33.8,M,,0000*5B\r\n"""
1613521699294096078,,275,,1699,0,'',1.03924166667,-1.87212666667,38.2,625491.711395,114889.960337,30,"""N""","""$GPGGA,002819.000,4220.3545,N,07105.3276,W,1,05,2.4,38.2,M,-33.8,M,,0000*53\r\n"""
1613521700293477828,,276,,1700,0,'',1.03923666667,-1.872115,38.2,625493.009841,114889.408041,30,"""N""","""$GPGGA,002820.000,4220.3542,N,07105.3269,W,1,05,2.4,38.2,M,-33.8,M,,0000*50\r\n"""
1613521701293409805,,277,,1701,0,'',1.039225,-1.872105,38.2,625494.123086,114888.118666,30,"""N""","""$GPGGA,002821.000,4220.3535,N,07105.3263,W,1,05,2.4,38.2,M,-33.8,M,,0000*5B\r\n"""
1613521702293660437,,278,,1702,0,'',1.03921833333,-1.8721,38.2,625494.679742,114887.381851,30,"""N""","""$GPGGA,002822.000,4220.3531,N,07105.3260,W,1,05,2.4,38.2,M,-33.8,M,,0000*5F\r\n"""
